5,1,0,1.0,30,1,0.08787322044372559,Truck,0,4,1,3,2,0,Drones
5,1,0,1.0,45,1,0.016827821731567383,Truck,0,4,1,2,3,0,Drones
5,1,0,1.0,60,1,0.009913206100463867,Truck,0,3,2,4,1,0,Drones
5,1,0,1.0,75,1,0.022203922271728516,Truck,0,1,4,3,2,0,Drones
5,1,0,1.25,30,1,0.009746074676513672,Truck,0,3,1,4,2,0,Drones
5,1,0,1.25,45,1,0.011873006820678711,Truck,0,2,3,1,4,0,Drones
5,1,0,1.25,60,1,0.014671087265014648,Truck,0,2,1,3,4,0,Drones
5,1,0,1.25,75,1,0.009267330169677734,Truck,0,2,4,1,3,0,Drones
5,1,0,1.5,30,1,0.008176803588867188,Truck,0,2,3,4,1,0,Drones
5,1,0,1.5,45,1,0.008729219436645508,Truck,0,1,4,2,3,0,Drones
5,1,0,1.5,60,1,0.013091087341308594,Truck,0,3,2,4,1,0,Drones
5,1,0,1.5,75,1,0.030237913131713867,Truck,0,4,3,1,2,0,Drones
5,1,0,1.75,30,1,0.012248992919921875,Truck,0,1,3,4,2,0,Drones
5,1,0,1.75,45,1,0.014622926712036133,Truck,0,3,1,4,2,0,Drones
5,1,0,1.75,60,1,0.05069994926452637,Truck,0,1,4,2,3,0,Drones
5,1,0,1.75,75,1,0.02785515785217285,Truck,0,2,1,3,4,0,Drones
5,1,1,1.0,30,1,0.036360979080200195,Truck,0,1,2,4,0,Drones,2-3-4
5,1,1,1.0,45,1,0.014394760131835938,Truck,0,3,2,4,1,0,Drones
5,1,1,1.0,60,1,0.034024953842163086,Truck,0,2,3,0,Drones,0-4-2,3-1-0
5,1,1,1.0,75,1,0.018725872039794922,Truck,0,1,4,0,Drones,1-2-4,4-3-0
5,1,1,1.25,30,1,0.008517980575561523,Truck,0,2,1,4,3,0,Drones
5,1,1,1.25,45,1,0.008002758026123047,Truck,0,3,1,4,2,0,Drones
5,1,1,1.25,60,1,0.010442018508911133,Truck,0,3,4,2,0,Drones,0-1-3
5,1,1,1.25,75,1,0.009025096893310547,Truck,0,2,3,1,4,0,Drones
5,1,1,1.5,30,1,0.010550975799560547,Truck,0,4,2,3,0,Drones,4-1-2
5,1,1,1.5,45,1,0.007913827896118164,Truck,0,2,1,3,4,0,Drones
5,1,1,1.5,60,1,0.01689600944519043,Truck,0,2,4,1,3,0,Drones
5,1,1,1.5,75,1,0.04414486885070801,Truck,0,1,2,0,Drones,1-4-2,2-3-0
5,1,1,1.75,30,1,0.007668018341064453,Truck,0,3,1,4,2,0,Drones
5,1,1,1.75,45,1,0.007611989974975586,Truck,0,3,4,1,2,0,Drones
5,1,1,1.75,60,1,0.01940321922302246,Truck,0,4,2,0,Drones,2-3-0,4-1-2
5,1,1,1.75,75,1,0.0164339542388916,Truck,0,2,1,3,0,Drones,2-4-1
5,1,2,1.0,30,1,0.0074193477630615234,Truck,0,3,1,4,2,0,Drones
5,1,2,1.0,45,1,0.014724969863891602,Truck,0,2,3,1,4,0,Drones
5,1,2,1.0,60,1,0.0075531005859375,Truck,0,2,4,3,1,0,Drones
5,1,2,1.0,75,1,0.06697702407836914,Truck,0,3,4,2,0,Drones,2-1-0
5,1,2,1.25,30,1,0.034654855728149414,Truck,0,1,3,2,4,0,Drones
5,1,2,1.25,45,1,0.035555124282836914,Truck,0,2,1,4,3,0,Drones
5,1,2,1.25,60,1,0.024142742156982422,Truck,0,3,1,2,0,Drones,1-4-2
5,1,2,1.25,75,1,0.013126134872436523,Truck,0,4,1,2,3,0,Drones
5,1,2,1.5,30,1,0.0084381103515625,Truck,0,3,2,1,4,0,Drones
5,1,2,1.5,45,1,0.01025700569152832,Truck,0,2,3,1,4,0,Drones
5,1,2,1.5,60,1,0.010218143463134766,Truck,0,3,2,1,4,0,Drones
5,1,2,1.5,75,1,0.01723504066467285,Truck,0,4,2,0,Drones,4-1-2,4-3-2
5,1,2,1.75,30,1,0.008093118667602539,Truck,0,3,4,1,2,0,Drones
5,1,2,1.75,45,1,0.013189077377319336,Truck,0,2,1,3,0,Drones,1-4-3
5,1,2,1.75,60,1,0.022672176361083984,Truck,0,2,3,1,4,0,Drones
5,1,2,1.75,75,1,0.015540122985839844,Truck,0,4,1,3,2,0,Drones
5,1,3,1.0,30,1,0.009284019470214844,Truck,0,3,4,1,2,0,Drones
5,1,3,1.0,45,1,0.010637998580932617,Truck,0,4,2,3,1,0,Drones
5,1,3,1.0,60,1,0.010650157928466797,Truck,0,2,1,3,4,0,Drones
5,1,3,1.0,75,1,0.02352738380432129,Truck,0,1,3,2,0,Drones,1-4-3
5,1,3,1.25,30,1,0.025534868240356445,Truck,0,2,1,4,3,0,Drones
5,1,3,1.25,45,1,0.021838903427124023,Truck,0,4,2,3,1,0,Drones
5,1,3,1.25,60,1,0.025218725204467773,Truck,0,4,1,2,3,0,Drones
5,1,3,1.25,75,1,0.017990827560424805,Truck,0,3,2,1,0,Drones,2-4-1
5,1,3,1.5,30,1,0.01131892204284668,Truck,0,3,4,1,2,0,Drones
5,1,3,1.5,45,1,0.015162229537963867,Truck,0,1,2,4,3,0,Drones
5,1,3,1.5,60,1,0.012775182723999023,Truck,0,3,4,0,Drones,0-1-3,0-2-3
5,1,3,1.5,75,1,0.017498016357421875,Truck,0,2,1,0,Drones,1-4-0,2-3-1
5,1,3,1.75,30,1,0.020710229873657227,Truck,0,3,4,2,1,0,Drones
5,1,3,1.75,45,1,0.01236104965209961,Truck,0,4,1,3,0,Drones,3-2-0
5,1,3,1.75,60,1,0.009803056716918945,Truck,0,4,1,3,2,0,Drones
5,1,3,1.75,75,1,0.009039163589477539,Truck,0,4,1,3,2,0,Drones
10,1,0,1.0,30,1,0.052643775939941406,Truck,0,1,5,3,7,4,9,2,6,8,0,Drones
10,1,0,1.0,45,1,0.07048892974853516,Truck,0,2,9,5,6,1,7,8,4,3,0,Drones
10,1,0,1.0,60,1,0.08994698524475098,Truck,0,9,1,5,3,6,7,4,8,2,0,Drones
10,1,0,1.0,75,1,0.10006189346313477,Truck,0,1,9,8,4,2,5,7,6,3,0,Drones
10,1,0,1.25,30,1,0.0607450008392334,Truck,0,9,6,5,3,2,8,1,7,4,0,Drones
10,1,0,1.25,45,1,0.08680391311645508,Truck,0,6,3,9,1,2,7,5,4,8,0,Drones
10,1,0,1.25,60,1,0.17197799682617188,Truck,0,6,3,8,4,2,9,7,1,5,0,Drones
10,1,0,1.25,75,1,0.09487485885620117,Truck,0,7,3,4,5,8,2,9,6,1,0,Drones
10,1,0,1.5,30,1,0.08671879768371582,Truck,0,1,8,5,6,3,2,9,4,7,0,Drones
10,1,0,1.5,45,1,0.04530501365661621,Truck,0,9,3,8,6,7,4,1,2,5,0,Drones
10,1,0,1.5,60,1,0.11485004425048828,Truck,0,1,3,4,6,2,8,5,9,7,0,Drones
10,1,0,1.5,75,1,0.10265898704528809,Truck,0,3,6,9,1,8,4,2,7,5,0,Drones
10,1,0,1.75,30,1,0.054292917251586914,Truck,0,5,9,4,8,7,2,6,1,3,0,Drones
10,1,0,1.75,45,1,0.04698991775512695,Truck,0,9,2,3,4,6,1,7,5,8,0,Drones
10,1,0,1.75,60,1,0.15602684020996094,Truck,0,3,2,4,8,5,1,7,6,9,0,Drones
10,1,0,1.75,75,1,0.0754399299621582,Truck,0,1,9,3,4,6,8,5,7,2,0,Drones
10,1,1,1.0,30,1,0.18766188621520996,Truck,0,8,7,4,9,2,6,5,3,0,Drones,9-1-2
10,1,1,1.0,45,1,0.22549104690551758,Truck,0,1,8,7,4,6,3,9,0,Drones,0-5-1,4-2-6
10,1,1,1.0,60,1,0.3861539363861084,Truck,0,4,9,3,2,8,0,Drones,2-7-8,3-5-2,4-6-9,8-1-0
10,1,1,1.0,75,1,0.18215012550354004,Truck,0,1,9,7,8,3,0,Drones,1-5-9,7-2-8,8-6-3,9-4-7
10,1,1,1.25,30,1,0.05540204048156738,Truck,0,6,3,8,9,1,7,5,4,2,0,Drones
10,1,1,1.25,45,1,0.05005526542663574,Truck,0,2,9,3,8,1,6,7,5,0,Drones,6-4-7
10,1,1,1.25,60,1,0.5084969997406006,Truck,0,8,6,3,7,9,0,Drones,0-2-8,7-4-9,8-5-6,9-1-0
10,1,1,1.25,75,1,0.18540692329406738,Truck,0,9,3,4,1,0,Drones,0-5-9,1-2-0,3-7-4,4-6-1,9-8-3
10,1,1,1.5,30,1,0.04529380798339844,Truck,0,9,8,4,2,1,7,6,5,3,0,Drones
10,1,1,1.5,45,1,0.3630039691925049,Truck,0,1,9,8,7,0,Drones,0-4-1,1-6-9,7-3-0,8-2-7,9-5-8
10,1,1,1.5,60,1,0.18712615966796875,Truck,0,2,1,6,7,9,3,0,Drones,1-5-6,2-4-1,6-8-7
10,1,1,1.5,75,1,0.8221778869628906,Truck,0,4,8,3,1,0,Drones,0-9-4,1-2-0,3-5-1,4-6-8,8-7-3
10,1,1,1.75,30,1,0.09853291511535645,Truck,0,3,6,8,4,1,5,2,9,7,0,Drones
10,1,1,1.75,45,1,0.14217090606689453,Truck,0,7,4,9,2,5,6,0,Drones,2-8-5,6-3-0,9-1-2
10,1,1,1.75,60,1,0.13050389289855957,Truck,0,3,8,4,7,5,1,0,Drones,0-6-3,3-9-8,8-2-4
10,1,1,1.75,75,1,0.092620849609375,Truck,0,2,3,1,8,9,0,Drones,0-5-2,1-6-8,3-4-1,8-7-9
10,1,2,1.0,30,1,0.07098388671875,Truck,0,9,6,3,8,1,5,7,4,2,0,Drones
10,1,2,1.0,45,1,0.054260969161987305,Truck,0,2,7,8,6,9,5,1,3,4,0,Drones
10,1,2,1.0,60,1,0.1757667064666748,Truck,0,1,5,4,6,8,0,Drones,4-3-6,4-7-6,5-2-4,5-9-4
10,1,2,1.0,75,1,0.06966614723205566,Truck,0,5,7,9,1,4,8,0,Drones,0-2-5,0-6-5,7-3-9
10,1,2,1.25,30,1,0.10100364685058594,Truck,0,5,9,6,2,7,4,8,0,Drones,2-1-7,2-3-7
10,1,2,1.25,45,1,0.16632676124572754,Truck,0,8,4,7,1,3,6,2,0,Drones,8-5-4,8-9-4
10,1,2,1.25,60,1,0.1312870979309082,Truck,0,8,4,7,3,5,6,2,0,Drones,6-1-2,6-9-2
10,1,2,1.25,75,1,0.12024974822998047,Truck,0,7,2,9,1,6,0,Drones,0-3-7,0-8-7,6-4-0,6-5-0
10,1,2,1.5,30,1,0.07137203216552734,Truck,0,6,4,3,9,5,1,8,7,0,Drones,4-2-3
10,1,2,1.5,45,1,0.05264115333557129,Truck,0,7,1,2,4,6,3,8,0,Drones,2-5-4,8-9-0
10,1,2,1.5,60,1,0.4934408664703369,Truck,0,2,8,4,7,3,0,Drones,2-1-8,2-9-8,8-5-4,8-6-4
10,1,2,1.5,75,1,0.5942709445953369,Truck,0,6,5,8,7,0,Drones,5-1-8,6-2-5,6-9-5,8-3-7,8-4-7
10,1,2,1.75,30,1,0.0601038932800293,Truck,0,2,7,5,1,6,8,3,9,4,0,Drones
10,1,2,1.75,45,1,0.06429004669189453,Truck,0,8,6,7,3,5,9,2,0,Drones,2-1-0,2-4-0
10,1,2,1.75,60,1,0.11994004249572754,Truck,0,3,5,8,6,7,0,Drones,5-9-8,6-2-7,7-1-0,7-4-0
